"","word","n","n_papers","n_papers_total","p_papers"
"248","ai quality",1,1,262,0.00381679389312977
"249","ai recommender",1,1,262,0.00381679389312977
"250","ai socio",1,1,262,0.00381679389312977
"251","ai xai",1,1,262,0.00381679389312977
"252","aiaas accountability",1,1,262,0.00381679389312977
"253","aides community",1,1,262,0.00381679389312977
"254","algorithm assessment",1,1,262,0.00381679389312977
"255","algorithm audits",1,1,262,0.00381679389312977
"256","algorithm bias",1,1,262,0.00381679389312977
"257","algorithm development",1,1,262,0.00381679389312977
"258","algorithm evaluation",1,1,262,0.00381679389312977
"259","algorithm job",1,1,262,0.00381679389312977
"260","algorithmic analysis",1,1,262,0.00381679389312977
"261","algorithmic authority",1,1,262,0.00381679389312977
"262","algorithmic complexity",1,1,262,0.00381679389312977
"263","algorithmic critique",1,1,262,0.00381679389312977
"264","algorithmic culture",1,1,262,0.00381679389312977
"265","algorithmic discrimination",1,1,262,0.00381679389312977
"266","algorithmic equity",1,1,262,0.00381679389312977
"267","algorithmic harm",1,1,262,0.00381679389312977
"268","algorithmic hiring",1,1,262,0.00381679389312977
"269","algorithmic impacts",1,1,262,0.00381679389312977
"270","algorithmic imprint",1,1,262,0.00381679389312977
"271","algorithmic justice",1,1,262,0.00381679389312977
"272","algorithmic mediation",1,1,262,0.00381679389312977
"273","algorithmic opacity",1,1,262,0.00381679389312977
"274","algorithmic realism",1,1,262,0.00381679389312977
"275","algorithmic targeting",1,1,262,0.00381679389312977
"276","algorithms accountability",1,1,262,0.00381679389312977
"277","algorithms ai",1,1,262,0.00381679389312977
"278","algorithms algorithmic",1,1,262,0.00381679389312977
"279","algorithms collusion",1,1,262,0.00381679389312977
"280","algorithms communicating",1,1,262,0.00381679389312977
"281","algorithms dehumanization",1,1,262,0.00381679389312977
"282","algorithms deployment",1,1,262,0.00381679389312977
"283","algorithms enrollment",1,1,262,0.00381679389312977
"284","algorithms fair",1,1,262,0.00381679389312977
"285","algorithms floss",1,1,262,0.00381679389312977
"286","algorithms racial",1,1,262,0.00381679389312977
"287","algorithms social",1,1,262,0.00381679389312977
"288","algorithms user",1,1,262,0.00381679389312977
"289","alt text",1,1,262,0.00381679389312977
"290","amazon mechanical",1,1,262,0.00381679389312977
"291","analyses risk",1,1,262,0.00381679389312977
"292","analysis black",1,1,262,0.00381679389312977
"293","analysis body",1,1,262,0.00381679389312977
"294","analysis computer",1,1,262,0.00381679389312977
"295","analysis facial",1,1,262,0.00381679389312977
"296","analysis news",1,1,262,0.00381679389312977
"297","analysis online",1,1,262,0.00381679389312977
"298","analysis tor",1,1,262,0.00381679389312977
"299","analytics museum",1,1,262,0.00381679389312977
"300","android transparency",1,1,262,0.00381679389312977
"301","annealing gerrymandering",1,1,262,0.00381679389312977
"302","annotation bias",1,1,262,0.00381679389312977
"303","annotation classification",1,1,262,0.00381679389312977
"304","annotation dataset",1,1,262,0.00381679389312977
"305","annotation differential",1,1,262,0.00381679389312977
"306","annotation gender",1,1,262,0.00381679389312977
"307","annotator sensitivity",1,1,262,0.00381679389312977
"308","answering gender",1,1,262,0.00381679389312977
"309","anti monopoly",1,1,262,0.00381679389312977
"310","anticipatory ethics",1,1,262,0.00381679389312977
"311","api age",1,1,262,0.00381679389312977
"312","app gamified",1,1,262,0.00381679389312977
"313","app tracking",1,1,262,0.00381679389312977
"314","apple ios",1,1,262,0.00381679389312977
"315","applications fairness",1,1,262,0.00381679389312977
"316","applications studies",1,1,262,0.00381679389312977
"317","apps apple",1,1,262,0.00381679389312977
"318","apriori access",1,1,262,0.00381679389312977
"319","arab hci",1,1,262,0.00381679389312977
"320","architectural driven",1,1,262,0.00381679389312977
"321","art style",1,1,262,0.00381679389312977
"322","arti cial",1,1,262,0.00381679389312977
"323","artificial intelli",1,1,262,0.00381679389312977
"324","assessment audit",1,1,262,0.00381679389312977
"325","assessment instrument",1,1,262,0.00381679389312977
"326","assessment multi",1,1,262,0.00381679389312977
"327","assessment police",1,1,262,0.00381679389312977
"328","assessment situated",1,1,262,0.00381679389312977
"329","assistant ai",1,1,262,0.00381679389312977
"330","assistant conversational",1,1,262,0.00381679389312977
"331","assistant party",1,1,262,0.00381679389312977
"332","assistants google",1,1,262,0.00381679389312977
"333","assistants information",1,1,262,0.00381679389312977
"334","assurance justice",1,1,262,0.00381679389312977
"335","attacks bias",1,1,262,0.00381679389312977
"336","audit algorithm",1,1,262,0.00381679389312977
"337","audit android",1,1,262,0.00381679389312977
"338","audit audit",1,1,262,0.00381679389312977
"339","audit classification",1,1,262,0.00381679389312977
"340","audit digital",1,1,262,0.00381679389312977
"341","audit ethical",1,1,262,0.00381679389312977
"342","audit evaluation",1,1,262,0.00381679389312977
"343","audit fairness",1,1,262,0.00381679389312977
"344","audit framework",1,1,262,0.00381679389312977
"345","audit gdpr",1,1,262,0.00381679389312977
"346","audit gender",1,1,262,0.00381679389312977
"347","audit government",1,1,262,0.00381679389312977
"348","audit language",1,1,262,0.00381679389312977
"349","audit radicalization",1,1,262,0.00381679389312977
"350","audit security",1,1,262,0.00381679389312977
"351","audit tooling",1,1,262,0.00381679389312977
"352","audit validity",1,1,262,0.00381679389312977
"353","audit youtube",1,1,262,0.00381679389312977
"354","auditability accuracy",1,1,262,0.00381679389312977
"355","auditing accountability",1,1,262,0.00381679389312977
"356","auditing algorithmic",1,1,262,0.00381679389312977
"357","auditing auditing",1,1,262,0.00381679389312977
"358","auditing collective",1,1,262,0.00381679389312977
"359","auditing discrimination",1,1,262,0.00381679389312977
"360","auditing esg",1,1,262,0.00381679389312977
"361","auditing evaluations",1,1,262,0.00381679389312977
"362","auditing fifths",1,1,262,0.00381679389312977
"363","auditing google",1,1,262,0.00381679389312977
"364","auditing literature",1,1,262,0.00381679389312977
"365","auditing pairwise",1,1,262,0.00381679389312977
"366","auditing platform",1,1,262,0.00381679389312977
"367","auditing policy",1,1,262,0.00381679389312977
"368","auditing political",1,1,262,0.00381679389312977
"369","auditing twitter",1,1,262,0.00381679389312977
"370","auditing web",1,1,262,0.00381679389312977
"371","audits health",1,1,262,0.00381679389312977
"372","audits machine",1,1,262,0.00381679389312977
"373","audits search",1,1,262,0.00381679389312977
"374","audits system",1,1,262,0.00381679389312977
"375","augmented mixed",1,1,262,0.00381679389312977
"376","authority algorithmic",1,1,262,0.00381679389312977
"377","automated evaluation",1,1,262,0.00381679389312977
"378","automated test",1,1,262,0.00381679389312977
"379","automatic speech",1,1,262,0.00381679389312977
"380","autonomous vehicles",1,1,262,0.00381679389312977
"381","balanced training",1,1,262,0.00381679389312977
"382","balancing fairness",1,1,262,0.00381679389312977
"383","based generalization",1,1,262,0.00381679389312977
"384","based learning",1,1,262,0.00381679389312977
"385","based services",1,1,262,0.00381679389312977
"386","based systems",2,1,262,0.00381679389312977
"387","based violence",1,1,262,0.00381679389312977
"388","behavioral engineering",1,1,262,0.00381679389312977
"389","behavioral sciences",1,1,262,0.00381679389312977
"390","benchmarking generative",1,1,262,0.00381679389312977
"391","bert natural",1,1,262,0.00381679389312977
"392","bias algorithms",1,1,262,0.00381679389312977
"393","bias black",1,1,262,0.00381679389312977
"394","bias calibration",1,1,262,0.00381679389312977
"395","bias crowdsourcing",1,1,262,0.00381679389312977
"396","bias datasets",1,1,262,0.00381679389312977
"397","bias debiasing",1,1,262,0.00381679389312977
"398","bias deep",1,1,262,0.00381679389312977
"399","bias demographics",1,1,262,0.00381679389312977
"400","bias equal",1,1,262,0.00381679389312977
"401","bias evaluation",1,1,262,0.00381679389312977
"402","bias explainability",1,1,262,0.00381679389312977
"403","bias facial",1,1,262,0.00381679389312977
"404","bias fair",1,1,262,0.00381679389312977
"405","bias hate",1,1,262,0.00381679389312977
"406","bias human",1,1,262,0.00381679389312977
"407","bias hypodescent",1,1,262,0.00381679389312977
"408","bias intersectionality",1,1,262,0.00381679389312977
"409","bias language",1,1,262,0.00381679389312977
"410","bias natural",1,1,262,0.00381679389312977
"411","bias participatory",1,1,262,0.00381679389312977
"412","bias political",1,1,262,0.00381679389312977
"413","bias psycholinguistics",1,1,262,0.00381679389312977
"414","bias recommender",1,1,262,0.00381679389312977
"415","bias removal",1,1,262,0.00381679389312977
"416","bias situated",1,1,262,0.00381679389312977
"417","bias speech",1,1,262,0.00381679389312977
"418","bias statistical",1,1,262,0.00381679389312977
"419","bias stereotypes",1,1,262,0.00381679389312977
"420","bias unsupervised",1,1,262,0.00381679389312977
"421","bias web",1,1,262,0.00381679389312977
"422","biased performance",1,1,262,0.00381679389312977
"423","biases ai",1,1,262,0.00381679389312977
"424","bioelectrical impedance",1,1,262,0.00381679389312977
"425","biomedical natural",1,1,262,0.00381679389312977
"426","biometrics citizenship",1,1,262,0.00381679389312977
"427","blackbox software",1,1,262,0.00381679389312977
"428","blockchain internet",1,1,262,0.00381679389312977
"429","blockchain technology",1,1,262,0.00381679389312977
"430","body composition",1,1,262,0.00381679389312977
"431","box explanations",1,1,262,0.00381679389312977
"432","box recommender",1,1,262,0.00381679389312977
"433","browser windows",1,1,262,0.00381679389312977
"434","building drawing",1,1,262,0.00381679389312977
"435","business industry",1,1,262,0.00381679389312977
"436","bwm tism",1,1,262,0.00381679389312977
"437","calibration recommender",1,1,262,0.00381679389312977
"438","capture industry",1,1,262,0.00381679389312977
"439","car insurance",1,1,262,0.00381679389312977
"440","cards documentation",1,1,262,0.00381679389312977
"441","care home",1,1,262,0.00381679389312977
"442","categorical emotions",1,1,262,0.00381679389312977
"443","causal models",1,1,262,0.00381679389312977
"444","causality algorithmic",1,1,262,0.00381679389312977
"445","censorship training",1,1,262,0.00381679389312977
"446","centered computing",1,1,262,0.00381679389312977
"447","centered education",1,1,262,0.00381679389312977
"448","checking process",1,1,262,0.00381679389312977
"449","china social",1,1,262,0.00381679389312977
"450","china’s social",1,1,262,0.00381679389312977
"451","cial intelligence",1,1,262,0.00381679389312977
"452","citizen engagement",1,1,262,0.00381679389312977
"453","citizen research",1,1,262,0.00381679389312977
"454","civil rights",1,1,262,0.00381679389312977
"455","class balancing",1,1,262,0.00381679389312977
"456","classification computer",1,1,262,0.00381679389312977
"457","classification ethics",1,1,262,0.00381679389312977
"458","classification facial",1,1,262,0.00381679389312977
"459","classification integer",1,1,262,0.00381679389312977
"460","cloud test",1,1,262,0.00381679389312977
"461","clustering text",1,1,262,0.00381679389312977
"462","cognitive bias",1,1,262,0.00381679389312977
"463","cognitive diversity",1,1,262,0.00381679389312977
"464","collection curation",1,1,262,0.00381679389312977
"465","collection digital",1,1,262,0.00381679389312977
"466","collection online",1,1,262,0.00381679389312977
"467","collective algorithmic",1,1,262,0.00381679389312977
"468","collusion retail",1,1,262,0.00381679389312977
"469","coloniality sociotechnical",1,1,262,0.00381679389312977
"470","commerce marketplace",1,1,262,0.00381679389312977
"471","commerce platforms",1,1,262,0.00381679389312977
"472","commercial applications",1,1,262,0.00381679389312977
"473","communicating algorithmic",1,1,262,0.00381679389312977
"474","communication social",1,1,262,0.00381679389312977
"475","community health",1,1,262,0.00381679389312977
"476","community interdisciplinary",1,1,262,0.00381679389312977
"477","complexity vulnerability",1,1,262,0.00381679389312977
"478","compliance blockchain",1,1,262,0.00381679389312977
"479","compliance cloud",1,1,262,0.00381679389312977
"480","composition critical",1,1,262,0.00381679389312977
"481","computational linguistics",1,1,262,0.00381679389312977
"482","computer interaction",1,1,262,0.00381679389312977
"483","computer supported",3,1,262,0.00381679389312977
"484","computersecurity privacy",1,1,262,0.00381679389312977
"485","computing action",1,1,262,0.00381679389312977
"486","computing age",1,1,262,0.00381679389312977
"487","computing data",1,1,262,0.00381679389312977
"488","computing empirical",1,1,262,0.00381679389312977
"489","computing methodologies",1,1,262,0.00381679389312977
"490","computing monitoring",1,1,262,0.00381679389312977
"491","computing society",1,1,262,0.00381679389312977
"492","concept drift",1,1,262,0.00381679389312977
"493","conferences ieee",1,1,262,0.00381679389312977
"494","conferences pipelines",1,1,262,0.00381679389312977
"495","confidential computing",1,1,262,0.00381679389312977
"496","confidentiality privacy",1,1,262,0.00381679389312977
"497","conflict corporate",1,1,262,0.00381679389312977
"498","conformance checking",1,1,262,0.00381679389312977
"499","congestion externalities",1,1,262,0.00381679389312977
"500","consent policy",1,1,262,0.00381679389312977
"501","conspiracy theory",1,1,262,0.00381679389312977
"502","construction representative",1,1,262,0.00381679389312977
"503","contact tracing",1,1,262,0.00381679389312977
"504","content moderation",1,1,262,0.00381679389312977
"505","content ranking",1,1,262,0.00381679389312977
"506","contextual bandits",1,1,262,0.00381679389312977
"507","contextual privacy",1,1,262,0.00381679389312977
"508","control accountability",1,1,262,0.00381679389312977
"509","control division",1,1,262,0.00381679389312977
"510","controlled experiments",1,1,262,0.00381679389312977
"511","controls bcm",1,1,262,0.00381679389312977
"512","conversational agent",1,1,262,0.00381679389312977
"513","conversational assistant",1,1,262,0.00381679389312977
"514","conversational interface",1,1,262,0.00381679389312977
"515","cooperative computer",1,1,262,0.00381679389312977
"516","cooperative history",1,1,262,0.00381679389312977
"517","cooperative organizational",1,1,262,0.00381679389312977
"518","corporate capture",1,1,262,0.00381679389312977
"519","crawling bias",1,1,262,0.00381679389312977
"520","credit scoring",1,1,262,0.00381679389312977
"521","credit systems",1,1,262,0.00381679389312977
"522","crime racial",1,1,262,0.00381679389312977
"523","crisis informatics",1,1,262,0.00381679389312977
"524","critical computing",1,1,262,0.00381679389312977
"525","critical hci",1,1,262,0.00381679389312977
"526","critical race",1,1,262,0.00381679389312977
"527","critical technical",1,1,262,0.00381679389312977
"528","cross linguality",1,1,262,0.00381679389312977
"529","crowdsensing social",1,1,262,0.00381679389312977
"530","crowdsourcing arti",1,1,262,0.00381679389312977
"531","csa star",1,1,262,0.00381679389312977
"532","cscw hci",1,1,262,0.00381679389312977
"533","cultural impacts",1,1,262,0.00381679389312977
"534","culture sociotechnical",1,1,262,0.00381679389312977
"535","culture studies",1,1,262,0.00381679389312977
"536","curation gesture",1,1,262,0.00381679389312977
"537","curation sex",1,1,262,0.00381679389312977
"538","cyberbullying algorithmic",1,1,262,0.00381679389312977
"539","cybersecurity algorithmic",1,1,262,0.00381679389312977
"540","dark patterns",1,1,262,0.00381679389312977
"541","data advocacy",1,1,262,0.00381679389312977
"542","data ai",1,1,262,0.00381679389312977
"543","data analyses",1,1,262,0.00381679389312977
"544","data annotation",1,1,262,0.00381679389312977
"545","data bias",1,1,262,0.00381679389312977
"546","data driven",1,1,262,0.00381679389312977
"547","data ethics",1,1,262,0.00381679389312977
"548","data evaluation",1,1,262,0.00381679389312977
"549","data healthcare",1,1,262,0.00381679389312977
"550","data identity",1,1,262,0.00381679389312977
"551","data integrity",1,1,262,0.00381679389312977
"552","data interaction",1,1,262,0.00381679389312977
"553","data machine",1,1,262,0.00381679389312977
"554","data model",1,1,262,0.00381679389312977
"555","data models",1,1,262,0.00381679389312977
"556","data price",1,1,262,0.00381679389312977
"557","data profile",1,1,262,0.00381679389312977
"558","data provenance",1,1,262,0.00381679389312977
"559","data rights",1,1,262,0.00381679389312977
"560","data science",1,1,262,0.00381679389312977
"561","data startup",1,1,262,0.00381679389312977
"562","data studies",1,1,262,0.00381679389312977
"563","data valuation",1,1,262,0.00381679389312977
"564","databases criminal",1,1,262,0.00381679389312977
"565","dataset annotation",1,1,262,0.00381679389312977
"566","dataset construction",1,1,262,0.00381679389312977
"567","dataset curation",1,1,262,0.00381679389312977
"568","dataset documentation",1,1,262,0.00381679389312977
"569","dataset social",1,1,262,0.00381679389312977
"570","datasets algorithmic",1,1,262,0.00381679389312977
"571","datasets computer",1,1,262,0.00381679389312977
"572","datasets documentation",1,1,262,0.00381679389312977
"573","datasets inclusion",1,1,262,0.00381679389312977
"574","datasets machine",1,1,262,0.00381679389312977
"575","datasets recognition",1,1,262,0.00381679389312977
"576","datasets social",1,1,262,0.00381679389312977
"577","datasheets model",1,1,262,0.00381679389312977
"578","debiasing natural",1,1,262,0.00381679389312977
"579","decentralized finance",1,1,262,0.00381679389312977
"580","decentralized social",1,1,262,0.00381679389312977
"581","deceptive design",1,1,262,0.00381679389312977
